100000 100000
q 58733 46133
u 49710 67936
m 66392 79197
m 60809 53157
u 24081 67219
u 45184 12301
q 2808 7423
u 15471 46499
q 184 37651
m 81297 19971
q 26523 73893
m 59093 48067
q 44541 23963
q 3221 91688
m 53267 26424
m 32132 23824
m 18603 97882
u 23417 48292
q 62106 68729
m 95780 27485
u 89047 29353
m 33208 64282
q 68315 12649
m 34906 22767
m 39056 38152
u 11616 45018
q 46066 58491
q 54724 96481
m 28698 72922
u 83335 33337
q 63543 16293
u 85787 37513
m 88738 58919
m 86871 23689
m 52289 80134
u 12909 80160
m 18164 58486
u 55835 29260
q 59533 26556
q 4445 31111
u 92783 97709
u 96398 66092
m 69766 55149
q 94209 39149
m 45922 55597
m 22471 34734
m 5031 88727
q 31967 11190
q 21559 65173
m 45899 39628
q 1572 19423
q 45548 44255
q 46933 99099
u 77367 57385
m 61104 13371
u 36554 4773
q 99756 36938
q 89264 64551
m 5024 12997
u 60356 64203
m 89456 48420
m 49137 99516
u 13556 25061
u 4112 72002
m 76752 33532
m 61401 107
u 42238 2913
u 34953 267
q 95400 13558
q 23926 34134
m 38948 92011
m 89870 45217
u 92698 10663
m 23898 80281
q 17225 56431
u 38884 21083
u 18436 96332
m 39841 45433
m 77456 21792
u 55820 84630
q 51698 38769
m 59363 14275
m 96073 71846
q 34249 27735
m 43323 85928
q 18276 45049
q 52268 11502
u 76058 34454
q 1617 18891
m 95902 85454
u 34538 18742
m 42584 81151
u 51449 5975
m 95696 37243
q 39597 50556
m 56084 54363
u 35715 60814
u 86606 72946
m 59676 13642
u 64247 10068
m 22683 16112
u 63309 12535
m 89321 79817
m 20509 48478
u 50597 42270
u 80465 57269
q 58542 65639
m 81912 94681
m 62031 14932
q 15004 6454
u 48762 97197
u 11718 76251
u 4103 79145
q 88285 74773
m 39347 64746
q 64312 6099
m 3413 33613
u 64667 55477
m 34268 77021
q 23559 39856
u 83564 39751
u 95749 69084
u 61982 51467
m 84284 51689
u 45249 41713
m 89280 54817
m 6956 17063
m 12003 64639
q 40806 82170
q 14484 7913
u 12038 96927
m 19764 58309
q 89560 70719
q 58907 18490
m 6823 26896
m 8327 91304
m 94203 31566
u 99759 13550
m 89411 96720
q 67962 66482
u 81039 37344
u 57623 74769
u 465 92540
u 36906 71441
m 82083 77497
q 53622 89069
u 52912 22086
u 47059 29533
q 39792 35398
u 30424 96074
q 36396 17989
m 76365 79007
q 69672 21914
u 59842 82523
m 20327 4160
m 87595 40213
m 21620 97614
m 86845 98523
m 17533 10144
u 14778 98202
u 9957 59932
q 23590 83646
q 49705 24634
u 94620 88715
u 89546 16480
u 59965 58571
m 7116 37246
q 66343 29613
m 14185 2387
u 26289 15759
m 48596 27623
u 93446 36115
u 88720 4364
m 21356 83541
u 51489 15815
q 18387 37668
u 47890 81308
q 78408 70873
q 2603 65623
q 84310 86914
m 46902 79341
m 38582 94179
q 71592 14432
u 13382 45837
m 22162 83296
m 16175 42872
q 97842 72785
q 61315 81774
m 64223 78441
m 61122 2356
q 83054 54725
q 1204 40793
u 45613 88080
q 86784 50268
u 24495 9527
q 56746 98514
m 48575 35918
q 24751 64791
u 84578 22542
u 27834 46520
m 39674 6825
m 55569 63588
m 52075 31048
m 99032 18312
m 85438 32501
u 6328 2670
m 64277 83500
u 30429 86721
u 47422 98160
m 82193 772
m 60112 57784
m 5503 61613
q 71732 14240
q 14674 70125
u 43387 30219
u 14704 99560
q 60277 58037
m 24298 10560
m 61162 18617
u 93758 25633
u 21388 72030
q 30539 47513
m 88681 52049
q 85646 91622
q 52522 71922
u 11614 39567
q 82630 67348
u 3356 18021
m 29826 75173
q 28972 72298
m 42518 19004
q 12602 75638
q 88634 24203
q 7693 83513
q 11414 16558
m 25772 63421
m 32165 87158
u 99287 30633
u 82970 82822
m 78021 28563
u 7350 37839
m 30028 19258
q 62668 63846
m 34857 24876
m 24566 41467
q 96776 64307
q 58578 97571
m 17095 20955
m 1342 89236
q 46989 8093
q 26267 52788
m 25881 86266
m 80552 9098
u 54038 11189
q 93883 86528
q 95107 1519
u 31239 77054
m 24093 25219
u 59130 14699
u 90893 71346
m 5823 41218
q 9297 51247
q 25491 69508
u 89062 498
q 56919 75639
m 45311 95290
q 47361 3862
m 13150 61629
m 1394 97387
m 53028 61330
u 43580 2193
q 55398 52966
m 35140 63510
m 52053 93223
m 17706 50077
u 50544 37513
m 86089 96569
m 38675 27394
q 25 79555
m 69222 59411
u 18649 78939
q 64630 38781
m 2833 62848
q 73393 25413
q 30943 93704
m 63421 23253
u 90992 42414
m 50351 24544
u 80369 20239
u 76055 23940
u 2901 59032
u 536 27331
m 88674 44960
m 19641 30899
q 8135 65603
q 32439 70040
u 18650 10472
q 96101 72915
u 71318 54620
u 80873 78389
m 21487 81073
u 87164 49524
m 30695 35146
u 30653 22886
u 77044 35905
m 33992 88951
u 71094 31992
u 37423 3633
q 16183 87606
m 7728 17382
m 88828 88871
q 20905 92410
u 39761 91908
q 66528 14539
u 4729 79767
m 47232 96302
m 67038 24181
u 60604 46821
q 2899 41304
m 98415 72067
m 78291 7555
q 48746 42910
u 74341 8089
m 81083 78789
m 9335 54075
m 57154 90465
q 49628 73011
q 82571 90228
m 45170 22745
m 99515 11056
q 80291 35419
u 36235 75441
q 80201 26147
m 62746 348
q 75367 95819
u 25285 11968
q 46291 46444
q 98369 67638
q 73180 89397
m 17316 1872
m 93678 57839
u 77722 8841
q 72039 35563
m 97645 21054
q 45298 18541
q 37768 32722
q 82942 37909
q 45059 82432
q 29327 80940
u 19697 15759
u 49138 38520
m 58462 27494
u 67962 99989
u 74321 82588
m 55381 4136
u 60080 64804
q 89610 91728
m 33670 44069
q 92095 82450
m 94046 49971
u 20840 8743
m 25307 69597
q 1459 22928
q 61438 12093
m 41772 35070
q 76347 73749
u 81287 29970
u 5370 51903
m 56397 43379
q 34621 71056
m 37321 20845
u 56489 17713
q 10616 88799
u 85615 58074
m 17989 27243
q 41869 81803
m 88009 89680
u 55720 62048
m 41004 4375
u 2742 47592
u 87743 43113
u 86678 30690
m 42295 23980
q 35385 79797
u 92273 60896
u 91944 56876
m 79217 10369
m 48693 35787
q 81415 79611
m 49569 8813
q 88156 9339
u 53227 4928
q 59179 38223
m 50946 72711
q 33874 58455
u 79328 81156
u 4933 25341
u 97179 14892
u 92148 68346
u 16729 60400
u 79405 83346
q 72758 97041
m 34600 75583
m 46907 35074
q 60995 9475
u 14088 82339
u 18915 18372
q 53926 94251
m 48802 36106
q 80189 44831
m 40143 23321
q 86036 51506
u 62395 2889
u 2151 44616
q 98095 80047
u 28507 68634
q 81541 94433
u 3563 68666
u 76262 56705
m 80228 94311
m 78650 8631
u 82288 66946
q 56062 55306
m 24110 30215
q 17732 99403
q 43501 71576
u 41677 91851
u 33675 27028
q 23550 75037
m 54486 13964
m 5530 90047
q 31710 26173
m 19936 39461
u 91466 95941
q 93605 10437
m 37654 63565
u 85913 31414
u 54340 25808
m 19437 62993
m 38163 88652
q 64008 98040
m 89700 24669
u 86932 25879
u 58619 5642
q 52365 57735
u 1570 39757
q 92166 80349
q 77216 66531
m 73314 2325
q 46039 64368
q 72479 5028
m 62522 66116
m 32815 70272
u 89807 43859
m 33170 347
q 73636 63700
m 45986 72120
q 82167 43389
u 24303 60361
q 78684 96535
m 17253 57080
u 2567 77474
u 26084 33917
q 41859 41844
m 52529 51176
u 65972 60664
u 87341 44315
q 34454 43263
q 27656 37108
m 45629 25135
q 85039 29101
u 59440 56889
m 34888 30260
m 74936 90437
m 10662 89644
u 4774 12892
q 85474 18560
m 75009 94015
q 32359 94642
u 99813 52507
u 18898 46070
q 64838 14907
u 34760 37350
m 27507 43118
u 57586 68434
u 32570 82057
m 69572 3947
q 60424 50900
u 79183 60274
u 87164 19426
q 40100 56813
m 83055 71930
q 15748 87725
m 19723 43417
q 65248 65200
m 7494 61152
m 72908 83510
q 50352 52150
q 12619 81055
q 34903 97732
q 76666 14426
u 29648 45385
m 29108 2006
u 92154 79422
u 79437 8186
m 14805 29379
m 4977 65653
m 66800 14707
q 27047 12111
m 55360 40519
q 94111 49098
q 20230 8302
q 73156 29377
u 36790 59335
m 5166 99906
q 61931 40241
q 49711 88170
q 24844 80019
u 91136 93460
m 55798 31410
m 19895 87029
m 7512 34931
q 57880 79922
m 77856 73128
q 23944 96470
u 50237 91582
m 49432 24821
q 42467 55022
m 77951 93453
m 19738 203
u 65387 68235
m 82741 2919
m 58269 58787
m 45176 11820
u 63626 51207
u 28748 12168
q 64547 9448
u 7767 29218
u 95714 83854
m 82359 87516
u 91398 82960
u 27708 14931
u 55003 12770
q 38909 57001
m 69122 16850
u 61698 54784
m 96667 19221
m 20798 75192
q 4530 46788
q 55457 90555
u 66226 72148
q 73515 43290
m 47271 96477
m 9511 59005
u 27288 45013
q 18955 21967
u 51582 8303
u 98522 1500
m 5561 68518
q 68405 6409
q 12403 20199
m 45071 27171
u 32441 6108
q 23244 16885
m 12283 37740
u 57683 50404
m 59355 49789
m 78851 63810
m 15064 67481
q 67546 89360
m 20164 97138
u 71125 81187
q 30573 87840
u 38193 95823
q 39524 19349
q 55080 87767
u 8600 58437
q 1125 25522
u 12349 90458
m 34535 29360
u 13223 20091
q 54327 89709
u 41829 81766
q 68258 36281
u 26603 36293
u 46117 58890
u 93455 40369
q 42316 26649
m 32848 65620
u 99006 48928
m 38735 3073
q 71448 54941
u 58775 37281
u 25865 61450
u 58946 57901
q 94008 59994
u 48866 6928
u 76378 87676
m 46035 24626
m 31674 344
m 1301 80489
u 94235 99352
m 99843 34686
m 55975 6771
m 42150 26042
m 24059 51046
u 34121 67934
m 86019 8516
u 92307 50133
m 87934 67401
q 42464 54095
m 86308 80709
q 99962 14507
m 79304 85046
u 52551 72230
m 59192 84730
m 35886 12267
q 43375 97095
q 65065 76708
q 35743 60915
m 28748 46114
m 87236 71990
q 38181 65217
q 63049 47638
q 10324 73816
q 75654 4653
m 15985 97659
m 84148 25122
u 26173 90347
m 57164 75713
q 36544 28292
m 5261 74647
q 21705 77971
m 75189 24550
q 26571 77517
m 31594 80762
u 19711 9339
m 6709 75301
m 92308 40859
q 54057 2940
q 76671 31264
m 50278 33170
q 17646 12173
m 97519 50499
q 62807 99888
u 79633 27170
u 64418 89360
m 54984 60297
q 90812 93001
q 96672 13857
q 75763 53351
m 67007 16233
u 1213 18452
q 63081 73961
u 40744 77506
q 43267 21185
u 72761 32230
m 12609 59670
u 94866 70146
m 79838 99961
q 57079 93754
m 94915 63870
q 11180 5293
m 28185 97738
m 96670 58965
m 26723 75398
q 72873 77949
m 85848 87810
m 73315 2558
u 58780 68279
q 28307 67816
m 52342 44396
m 6663 21793
m 69882 42359
u 39989 179
u 32518 56597
q 19915 53607
u 81613 97116
u 73314 18752
q 20239 22610
q 82978 33661
m 22419 73250
q 15319 95513
u 46666 95878
u 33486 30407
m 42569 12069
m 8197 99712
q 66242 26761
q 98095 27944
q 37430 10514
q 99570 59357
u 60016 90410
m 19486 64120
m 97884 22656
u 73093 30955
q 22553 36957
q 6560 2313
q 49251 36740
q 66632 50312
m 1294 16312
m 10877 3680
u 99628 4009
m 17104 23391
m 63879 66975
m 58936 76083
u 40311 37445
u 72160 12955
u 31619 13321
u 8544 16268
m 69113 76848
m 89173 33266
q 10696 33218
u 22188 68129
m 34022 45592
q 72388 28404
q 49146 82040
u 11565 30998
m 47103 90231
q 9253 6231
u 75459 15354
u 78021 89050
m 34657 63054
u 2427 34505
q 94791 70530
q 81213 51426
m 38866 85458
m 33013 62873
m 5002 70300
q 93724 1484
q 25104 76972
m 57364 38282
u 60392 61512
q 2139 78235
u 32128 71590
q 83031 19965
q 90135 28033
q 75453 62227
m 77752 48233
q 69788 39074
m 61444 5161
u 38435 91418
m 66161 64811
u 11269 96643
m 33487 22084
u 39141 3858
u 71381 88077
q 45123 71509
u 50285 46697
q 64485 77918
u 48616 70507
u 951 91716
u 10369 2112
u 24165 61592
q 6526 19284
m 77820 71906
m 46847 35469
q 77536 147
q 68354 42401
u 28648 63123
m 72647 71444
u 55869 20475
m 78855 21002
m 12154 88064
q 61665 34173
q 7304 14990
m 24245 12795
m 78422 54143
m 85762 91423
u 94850 39582
q 44377 35213
q 35412 96419
q 57091 56098
m 67169 24173
m 16272 39993
m 83615 68846
u 8865 46564
u 73978 83245
q 42106 43471
q 14338 35095
m 21245 934
q 98369 11674
u 72224 23084
q 47430 4610
u 29977 74824
m 20443 93085
m 52266 48977
q 51934 19747
u 39061 44471
m 99539 57543
q 89992 66520
u 93516 83990
u 35948 47152
m 54384 90608
m 27490 33866
m 21444 63590
q 41463 22308
q 20975 37810
u 80966 41747
q 32535 61120
m 50053 4068
m 68629 47406
m 93398 73854
q 72308 12700
m 3645 56447
u 46244 40194
q 96564 87397
q 45231 85775
u 6041 31855
q 61686 65932
q 14386 86088
m 86412 57016
m 40775 88026
q 94991 96774
m 98 25799
m 36189 72428
m 75078 61309
m 47828 87047
m 10751 92978
q 61359 55113
q 92419 36044
m 59010 44347
m 63423 43012
m 58539 89852
u 58550 56316
m 81313 93832
u 15103 33560
u 99905 2168
u 57605 23881
q 78878 71525
m 46544 63355
m 43399 57180
m 10044 9596
q 62495 6176
m 28587 37993
q 21512 87046
m 7630 1646
m 85369 12628
m 30486 73916
q 93217 24354
q 627 40400
q 3366 28588
u 3322 56902
u 76717 87025
m 98439 14963
m 12890 49759
q 3915 89607
u 19177 7776
q 80165 12011
m 97564 86704
m 46715 80225
u 29625 53071
q 99334 503
m 58489 80619
m 20388 81745
q 84850 60835
q 25792 99620
q 23035 74335
u 99064 20192
m 80794 95793
m 60390 97976
q 98112 13027
m 95215 10303
m 87090 24719
u 25761 38964
m 58895 46352
u 14420 20376
q 49661 98432
m 38610 57753
u 9485 7647
q 82517 16425
q 73408 56451
q 51468 55475
m 46933 16424
m 43501 91219
m 84817 15169
u 65241 11387
u 75022 79552
u 25687 62520
q 14870 22458
q 93169 21375
m 38558 95126
u 38681 11020
q 68939 78835
q 63481 4549
u 5155 35633
m 75507 65546
m 33133 99910
q 67367 88949
m 68138 14640
m 57195 61390
u 56349 43726
m 90904 7069
q 96545 41895
m 19519 24074
q 39108 1749
u 70770 3542
u 42798 20890
u 2574 3257
m 54621 97060
m 80868 67821
q 64810 74304
q 2411 53113
m 69370 73710
u 19200 59140
u 41104 12190
q 73287 2781
m 42885 45794
u 69689 94271
u 75319 2086
m 3521 28680
u 84239 36788
q 42982 66308
u 42406 24531
u 72085 52125
m 99854 26575
m 60570 60642
m 942 32939
q 30183 63515
u 11336 1633
u 96070 72954
m 10107 43801
m 62771 79566
u 75189 32618
u 86805 57635
u 13037 99789
q 23451 23720
m 60360 95690
u 85803 83440
m 74219 88602
q 94579 68022
m 87351 87855
m 53346 37813
q 99390 78386
m 53300 70551
m 64249 33920
m 36906 26256
q 47874 60681
u 52516 96911
q 1172 50225
m 75843 92715
q 68000 81708
m 98598 18593
m 55137 66187
q 31169 50726
u 44353 83909
u 70604 34594
u 77904 97663
u 16580 11929
m 19877 17813
q 58621 82001
m 77166 11760
m 47866 38591
q 28794 26421
m 44044 13676
u 7758 38850
m 29882 15512
m 88560 78546
q 64160 35014
m 80780 52587
m 38503 67342
m 74800 52331
q 51649 51101
u 42484 700
u 23303 81631
u 61843 31538
m 87470 68592
m 21097 10996
u 20614 78274
u 93688 57892
u 10144 38196
q 76011 46825
u 86931 92939
m 97815 81454
q 46946 98159
q 441 68380
m 55101 79761
u 61883 28518
m 98072 43301
u 56412 25568
m 5042 63864
m 16373 74218
u 68721 31544
q 716 95663
q 5341 23537
q 48466 14591
q 17267 31892
q 30420 72882
m 1091 23366
m 99093 77041
q 47529 74640
m 14842 85202
q 60034 38522
u 86665 67979
u 24307 77273
m 30562 69128
m 4590 40021
q 90967 31675
u 71379 17487
m 37944 68390
u 84720 36742
q 13694 61101
m 43543 45338
u 49332 27015
q 79876 30826
u 9255 89161
m 16208 68863
u 31904 51522
u 38934 78418
u 32895 62163
u 96727 94740
u 7198 40174
u 43554 96777
q 69800 89702
m 94142 62299
m 81870 64922
q 8014 84443
m 92880 17141
u 65858 67827
u 63124 96757
q 61005 70905
u 33066 97574
m 39603 76529
q 70942 71005
m 84025 26850
m 61699 39157
m 29189 84533
m 20876 10223
q 35189 31556
m 21652 80426
u 78495 63521
u 82960 15986
m 11717 36585
u 1982 14526
q 93030 9708
u 77885 77863
q 98100 19125
u 96700 68792
m 67085 95804
u 66021 42937
q 63305 21652
q 95162 3240
u 85347 39226
u 91939 27813
m 31342 43385
m 25419 4390
u 95841 66374
m 47968 14606
q 58598 59721
q 51519 78961
u 44023 24019
u 93017 18216
u 37745 20031
q 20570 31150
m 80954 24181
u 63750 10919
m 80615 76145
m 55785 35524
m 96596 79199
q 64062 98508
q 2870 24664
u 67192 81050
u 13136 30641
u 40863 59604
q 61441 22742
m 18439 16053
m 39112 24726
q 41393 61317
q 80893 38552
u 19074 5848
u 87061 81491
u 3699 35133
q 19218 7011
q 34423 87201
q 4410 418
u 42358 99904
q 82291 12660
q 6186 89669
q 62070 48646
q 35182 82246
q 85316 24648
q 53548 46832
q 46637 35457
m 49744 5127
q 91278 68258
q 56177 96741
m 84185 76074
q 34876 39724
u 11081 93875
u 35240 43925
u 81562 15265
m 19909 73756
m 50126 90781
m 50606 9607
q 49279 88844
m 90350 35880
q 30 71993
m 54403 28460
u 74969 69763
m 49469 62972
q 29053 14495
q 71781 27044
q 65283 16527
m 65589 43370
u 58764 40588
u 42947 32794
u 21143 73850
m 91075 55420
u 97134 60389
u 37265 10975
m 81368 15431
q 84739 3038
u 18401 69922
m 44130 78031
q 48864 80234
m 84931 29357
q 99647 28719
u 89883 85797
q 1677 60569
u 9230 48169
q 75674 30677
q 75628 12389
q 78389 53065
m 13963 91835
u 65593 29502
q 77761 35790
m 6059 80189
u 21708 1387
m 53947 30
q 56830 82656
q 30581 6753
q 34636 95592
q 90734 90325
q 70321 63128
q 68660 59709
q 26776 38620
q 4627 63641
q 92009 59182
m 70902 81005
q 78583 33716
u 69465 28122
m 57772 87569
q 34148 97044
m 92044 19442
m 86171 58085
u 81038 49896
q 32172 17528
u 36064 12728
u 23456 1266
q 64485 95341
m 41874 67697
q 61573 73080
u 63798 11394
q 36288 59630
q 31392 60418
m 33950 60420
u 98131 9449
q 77759 67946
q 67150 82641
q 91108 59959
q 47217 10066
u 87366 76365
q 26808 31323
q 7882 68391
m 38285 19016
u 27666 87857
q 11939 45961
q 3336 77616
q 25603 47257
q 85910 19675
u 52788 27686
q 76284 48614
u 61745 72189
m 28871 52759
q 39030 71866
m 99573 37950
m 57997 37981
u 48091 14072
q 10893 74616
m 29138 35105
u 75948 11095
u 19193 66294
m 90403 43131
m 67824 66487
m 52122 61350
q 27249 8237
m 34647 7544
q 36746 85044
u 77528 13832
m 17811 13175
m 36837 13300
m 11297 46154
u 16574 57504
m 14756 32111
q 62878 85693
m 65731 65779
m 59638 20546
u 8725 65515
u 61710 72734
q 91088 57345
u 50777 71061
u 62613 68091
q 61579 21715
m 69312 60011
u 29586 99483
q 78159 94763
u 17769 42532
m 13737 87422
m 12500 67892
q 27254 86298
q 63423 10263
q 78278 64711
q 85793 52937
m 86852 43102
u 28797 91622
u 15610 81793
m 33953 16846
q 70090 70782
q 60662 24599
m 46106 49063
m 41508 81607
u 1737 76082
m 27404 34865
m 62640 43135
m 26174 92628
q 54758 48770
q 15588 60691
m 74308 24584
u 93509 55728
u 94916 90944
m 83439 28712
m 39870 99339
m 33361 57403
m 55795 25388
m 95929 78559
q 73647 94050
m 19799 40479
q 58638 14379
u 49530 58911
m 96342 93775
m 63339 47672
u 18378 46284
q 98559 92543
q 29799 79492
u 49113 37366
u 63058 87648
m 90748 20987
u 1454 22610
m 98440 83717
m 16599 57725
u 8857 32842
q 28249 69368
m 51123 58996
m 93900 92726
u 95774 54325
q 75133 9522
m 40076 52058
u 25144 12417
m 24740 41289
m 57752 18852
m 46454 47581
m 27724 23662
u 40674 39348
q 59868 42058
m 55078 56886
m 58236 78920
m 29913 82518
u 11123 49861
q 49438 96311
u 27633 30579
m 58212 49815
q 96358 58124
m 44815 10484
m 83012 20297
q 39048 36702
u 66753 28948
u 45298 9960
u 81455 67289
m 85148 60969
q 68985 59590
m 91978 43639
q 79622 69062
u 35804 56671
u 89014 6148
q 97984 77401
q 92170 35936
m 27832 72043
m 47123 55135
u 99972 75391
m 70213 88170
u 72060 8555
m 63627 75809
m 68196 55607
q 25881 61649
u 86340 18222
m 50903 64954
u 45620 1938
q 10139 65612
m 97319 74212
u 2394 56753
m 38466 24973
q 3813 17374
m 40069 97718
u 90886 78320
u 42491 5301
q 21392 44909
m 11350 10270
m 39680 72565
q 20038 3404
m 79175 28004
u 87480 53466
q 84711 40729
u 9315 75792
m 68864 29780
u 37980 41985
u 19930 44615
u 28809 39811
q 44558 53931
u 43062 75903
u 51360 43939
u 89602 41678
m 94746 31064
u 28103 36069
m 63497 3195
m 43405 46664
u 83415 43812
u 22545 84289
u 45530 16855
q 26295 66459
u 23388 4117
u 22943 22549
m 17775 34337
q 43550 65102
m 80628 41448
q 58966 3979
m 17378 95961
q 94315 24549
u 22553 46163
m 65189 78093
m 96209 22209
u 32146 15277
u 1159 25310
q 16236 3162
q 87523 6151
u 54288 44509
u 75380 21637
q 16276 6364
m 94803 32668
q 67464 19134
q 80292 82196
m 92147 33022
u 10446 29528
q 71716 45556
u 20290 16294
u 12769 75459
q 65087 11280
u 58092 509
m 24979 59427
u 87077 86842
q 56851 79806
u 1452 7966
u 79788 43581
q 64733 8533
q 47935 66610
q 96432 774
u 66923 47406
u 80054 832
u 78566 54083
u 56892 86034
q 47627 79768
m 54033 98262
q 14846 46676
m 5970 536
q 78265 74882
q 59446 34134
m 59419 78125
u 44716 84041
m 59115 42387
u 42079 79228
m 82508 8768
u 85147 81366
m 49976 37718
u 95020 26516
u 61514 15932
u 64547 74971
q 85482 23089
m 70983 69105
u 28792 62586
m 84348 97474
m 25687 18955
m 22875 63652
u 25676 68041
u 8687 64870
m 99831 46945
m 23070 60848
m 63285 992
u 21394 96576
q 311 58251
q 89311 68353
u 56893 7368
u 58601 29192
u 2611 57785
m 41590 94436
u 23158 78316
u 27458 89690
u 11562 42700
u 53520 3065
q 20889 4614
m 37876 67552
m 17844 95932
q 37820 4621
q 14065 49263
q 15228 55286
u 83958 19181
q 35388 77260
m 37472 36490
m 87069 97745
u 97629 97686
u 47507 51963
q 41056 20085
u 19579 22562
m 35408 97239
u 10672 86700
q 21458 97014
u 16827 3552
m 18152 70716
u 38876 85042
q 76861 73895
u 46625 75594
u 87714 41724
q 67854 32795
u 54484 83301
q 85166 81969
m 78909 65264
u 69233 58949
q 72962 16387
u 43934 72605
u 77575 89497
m 65046 71280
q 94698 30894
m 98243 20398
q 79288 60858
u 46500 70459
q 62159 56868
m 87304 39564
q 41546 26006
u 48544 6931
m 73947 56158
m 12941 15137
m 66696 93839
q 91395 98798
q 12228 84735
q 45955 51690
m 87691 90915
m 15423 28509
q 93521 71200
q 13516 89750
q 29515 32108
u 29941 44487
q 30499 12194
u 41849 31182
u 2330 40924
m 82943 698
m 53303 10295
u 50184 91099
u 32404 34458
m 53212 50531
m 26960 16149
u 27649 8013
m 78074 22020
q 86533 17031
q 98106 20929
q 4053 54112
m 70854 53418
q 95572 47570
u 91281 19548
q 87675 27458
q 74656 12268
u 31060 2388
q 63625 59188
u 42288 75192
m 37718 23257
q 10513 9588
q 63983 84306
q 95313 72583
m 11250 13612
u 12261 14180
m 90517 5475
m 42463 89622
m 74189 39948
m 32420 85883
m 84499 95821
u 15254 16249
u 91401 74567
q 37517 27209
q 22866 92985
q 14451 6641
m 12069 7091
m 4437 55532
m 8043 7391
q 43049 29464
m 90705 62122
m 4281 53769
u 66996 59643
q 14375 10081
m 96200 54440
m 64265 24382
m 7747 94194
m 39025 83397
u 4324 28652
m 76468 90524
u 21812 11177
m 49473 2145
