10000 10000
u 4949 4226
q 8557 2965
q 3720 596
q 598 496
m 9737 7255
m 3702 62
q 548 9292
m 8468 2638
q 3160 4642
u 1883 9230
q 5964 306
u 2147 5792
m 9607 9316
u 5493 8927
q 6508 9654
u 2310 4905
u 4817 5973
m 5586 6808
q 2664 491
u 9356 6634
u 6853 1255
m 5523 7905
u 9261 1552
q 5745 2426
m 6369 6780
m 7135 3116
u 4729 5041
q 8951 2058
u 4839 1183
q 2953 1683
m 416 214
u 8267 3050
q 5795 5336
m 6389 170
m 8117 6074
q 923 3860
q 7806 2944
u 2704 5481
m 2186 1283
u 4941 5228
m 6234 2988
u 3462 6557
q 7629 8618
m 3795 3818
m 3106 926
m 134 308
q 568 5273
q 8082 4717
q 661 7982
m 376 9132
m 3085 6234
u 1609 4325
q 4231 6976
m 5367 2448
m 2803 6503
u 7910 1268
q 9261 9607
m 8514 8054
m 6921 2564
u 8940 6073
u 9707 1246
m 2357 3023
q 925 7458
m 1945 6322
m 1107 6271
q 7501 7091
m 1216 4261
q 6667 1028
m 2004 8564
m 3153 3777
m 1840 8381
m 1450 6113
u 6293 1811
u 2853 6489
m 3755 442
m 744 1727
m 917 9006
q 3904 8670
q 8357 2481
q 1853 5416
q 2777 7855
q 6870 1539
u 5805 9396
q 8535 6906
m 569 522
q 9672 1336
m 7577 7367
u 9301 2996
m 8271 4900
u 5071 4714
q 115 5013
u 205 4002
m 7845 2426
u 1713 9981
q 5399 1033
q 283 2638
m 9474 1332
q 1091 3103
u 3604 2738
u 1585 2125
q 8281 6815
q 2548 7634
q 1252 198
u 5751 7434
m 7126 2226
m 547 7869
u 4929 9455
u 2783 6442
u 7406 8656
m 9632 71
m 1837 5932
q 3042 8133
q 7738 6835
m 7174 7673
m 1508 4054
q 7537 9124
m 8200 8945
q 369 9992
u 8137 4540
q 9995 3349
u 1798 3088
u 3730 6308
u 8643 2449
u 5221 4863
q 7283 1853
q 9991 9736
u 124 1897
q 3615 3227
u 5660 1203
u 3793 1351
q 4429 1835
q 9530 4905
m 5768 8318
q 6966 2583
m 6432 1673
m 5135 9682
m 3609 8550
u 189 1908
m 1163 4404
m 2131 2505
m 6808 5664
q 6497 5788
q 8685 3396
q 2927 4752
m 724 2039
q 8613 7211
q 5199 5083
u 2483 9345
m 2878 850
q 9566 5034
u 2849 7441
u 898 3011
u 796 1143
m 279 9441
q 9254 115
q 8000 2430
q 3264 997
m 1494 4414
m 8150 7452
q 831 1924
m 3436 7543
m 9092 2616
u 6632 863
m 7922 6293
u 2653 5019
m 1426 4845
m 626 291
m 1296 9942
u 4729 9050
q 5983 2796
q 3669 2470
q 3665 630
m 4543 8458
u 9919 6905
u 4769 725
u 5998 518
u 3106 6342
m 7679 5203
u 8425 7951
m 2715 9787
m 2777 7095
q 9195 5915
u 1483 4563
m 7223 5531
m 9582 9988
q 5577 5931
m 4984 9495
u 2283 7337
m 3256 5452
u 1031 6392
u 7619 7936
q 9769 8790
m 6239 4412
u 6775 3615
m 3536 9719
q 8788 2220
q 133 915
u 1668 4128
m 7444 2624
u 2421 5105
m 1300 5307
m 3125 8113
q 9964 8847
q 21 5342
m 1279 6442
q 2999 8409
q 2164 7789
u 333 7922
q 1409 6765
q 6895 8351
u 3966 7455
q 5314 4976
m 5460 606
q 1413 1414
q 196 2878
q 2871 4968
m 2423 9476
u 7397 9072
m 499 2665
q 994 6669
u 8136 896
m 9752 6549
u 4013 2046
m 4872 1644
u 6145 3759
m 3576 1446
u 7938 4641
m 1212 7468
q 8842 1779
u 5768 8363
m 5875 7436
m 4346 2016
u 6787 7412
u 2826 8989
m 6700 2365
u 10 6333
u 9429 6412
u 4035 5305
m 1828 5574
u 8791 4897
q 972 2488
u 3714 4057
m 1035 3318
q 6806 7642
u 2091 8737
m 6855 7417
q 1112 2765
u 3772 4967
u 3156 6530
m 1479 603
u 4389 9189
u 8912 3526
m 5018 2683
u 8964 9263
u 4145 6485
u 4776 3570
m 2301 4908
q 4929 7083
u 4313 7448
m 5127 2048
u 1610 1253
q 9995 9883
q 3579 7987
q 5291 957
q 7557 6018
u 5900 7629
m 8656 4491
q 8268 911
q 4155 8060
q 3842 2820
u 9916 3581
q 1240 8878
m 8288 4066
q 1509 5599
u 8220 5680
u 4467 4598
u 1386 9469
q 1757 6717
u 3875 3246
q 4979 1075
u 2353 7466
u 1995 6712
q 3738 9144
u 3906 416
m 5452 8219
u 3655 4947
m 7595 1904
u 3524 4565
u 640 9998
q 7791 5945
m 2578 4456
m 32 8531
u 3280 4199
u 7208 7179
q 4760 1024
m 1540 1351
u 4340 1168
m 2693 798
m 8980 7206
u 4440 48
q 4239 4982
q 9133 4039
q 4295 4478
u 8427 8822
q 6153 5927
m 5169 8060
m 7067 3929
u 3412 2768
m 3501 8271
m 4820 113
q 6273 1915
u 361 5432
q 9401 7818
m 4876 9219
u 9293 3021
m 9491 8983
m 9848 3786
m 4829 1100
q 3655 9242
q 3594 96
m 5622 722
u 8222 92
m 504 2414
u 2357 6739
q 8615 8163
m 1259 5273
m 4566 8624
q 5761 3623
u 2988 7851
u 6178 6075
q 997 6025
q 9130 9164
q 8140 2758
m 2066 7982
q 7411 3765
q 2286 8499
u 8435 1956
q 6101 1453
m 7063 5166
q 8710 8020
m 6497 6897
m 1047 591
q 478 6945
m 2264 2003
q 2137 6459
u 5831 1321
m 1162 8833
q 6080 9911
m 6204 1318
u 4371 5480
u 7489 5184
q 4309 2992
m 554 6419
q 5561 9521
m 391 1525
u 5039 6666
q 4574 3047
q 1233 5439
q 8064 4831
u 8029 5995
m 8475 1167
m 2334 6096
m 7870 2832
m 4925 7103
u 990 9016
u 3964 9700
m 7450 5757
m 9772 9636
m 6841 7876
u 7356 6364
m 5705 8970
m 3397 5918
q 2609 289
u 4514 5844
q 1189 5548
q 1214 6879
q 4093 5356
q 6888 5812
u 9566 2446
u 4373 1051
m 2484 2458
q 7780 5088
m 9909 702
u 5713 3056
m 8185 3470
q 5838 4946
u 3452 2665
u 9404 7957
m 6062 1597
u 9924 3417
q 212 4201
u 9623 5551
m 9931 4567
m 6263 2601
u 8987 215
m 4061 7956
u 9489 2456
m 1671 823
q 5993 7155
m 2193 8082
m 9880 7669
m 7217 6790
u 927 3561
u 5979 3385
u 5337 7033
u 9873 7659
q 6564 9095
u 7333 3721
m 5648 3606
q 2091 7746
u 4356 5938
q 3788 193
m 5050 7153
q 3085 4451
u 9199 5071
m 8778 3660
q 7983 9694
u 9063 6045
m 7506 2630
m 7368 5729
q 2548 5395
m 5682 9812
u 5933 8921
m 5736 1646
m 9752 6767
m 3959 8594
u 8921 1019
u 8455 9321
m 5841 899
q 7151 224
m 2076 9075
m 5369 6188
u 9355 5968
m 1041 9144
m 8612 5432
q 9255 2419
u 1877 5351
m 1841 3281
u 3750 2943
q 5451 5084
u 9151 3592
u 1596 8750
q 3241 9305
m 7636 643
u 763 6713
u 5736 1595
m 6554 3921
u 1884 2417
u 983 992
q 9409 8604
q 9814 8985
m 4174 3752
m 1677 9779
u 5911 3436
m 4838 7708
u 7453 2532
u 2928 5381
q 6043 4904
m 4051 1286
m 9207 9752
u 4187 307
u 529 4334
q 847 873
m 4336 6443
u 1759 8019
u 728 1149
u 9749 7794
u 4147 5526
u 4353 4406
u 1661 7170
u 6390 1025
u 7338 4421
q 9830 8460
m 8822 9428
m 6888 2765
u 615 1455
q 5124 3277
q 6163 2501
q 8036 2750
m 6467 4362
q 1326 2047
m 9271 7821
u 387 1181
q 9707 6007
m 8324 1691
q 8397 1437
m 4172 574
u 754 8094
u 9485 162
m 3631 6485
m 694 8423
q 104 2654
q 7018 9189
q 9208 5675
q 5118 9857
m 7122 7677
q 9088 6554
q 2449 1505
m 5389 2371
m 3915 3216
q 4761 2081
q 2497 4857
m 9441 7846
u 5872 319
u 6080 1966
q 342 8832
u 29 8908
q 7521 5871
u 4080 4569
m 7769 7596
q 3783 2595
q 5291 6388
q 3600 4680
q 2567 5227
u 8549 2222
u 5610 9114
q 9716 9030
u 7826 6018
q 44 8203
q 179 2023
q 4459 4740
m 2382 5143
q 4669 7207
m 2615 5720
q 3145 1141
u 4080 5636
q 8805 8326
u 1179 1581
q 4425 3520
q 5530 6608
m 1241 5543
u 684 3339
u 4121 5254
u 1674 6259
m 1363 797
m 2680 470
u 4602 2235
u 8824 6606
m 2277 6369
q 7935 5360
u 1882 7897
u 7591 4141
u 2928 7644
q 7056 8778
q 392 3095
u 9211 3523
m 6457 5529
m 1112 4892
q 1532 224
u 3074 6056
u 5120 9774
u 5196 2939
u 6392 7959
q 8822 105
q 485 2916
u 5695 9504
q 3766 1952
q 9926 4532
m 1248 1781
m 3479 4488
u 9783 5090
u 9709 9111
u 6420 4187
m 1394 1413
q 6158 5712
q 8323 1900
u 7273 8913
u 3117 5175
m 448 574
m 2488 3019
q 219 4985
m 9533 110
q 3552 6728
q 5640 7012
q 6588 5812
m 3758 6232
u 1187 7591
u 592 7743
u 3162 1656
m 2896 3931
u 5461 9092
u 3207 842
m 7317 933
u 3673 4951
u 6174 182
m 3889 6775
m 7497 5945
u 1549 8851
m 6556 256
m 1957 2248
m 1787 7290
m 8674 2313
q 4118 5163
q 8967 704
m 2778 8570
u 9720 88
u 8963 4107
m 3288 6015
u 1357 3709
m 269 6925
u 3677 5284
m 8433 8145
m 2060 7198
q 774 4981
q 8798 5444
q 1368 3484
u 1141 9512
u 5201 9515
u 6060 3412
m 818 1629
m 4564 1849
m 6255 4690
q 8572 608
q 2383 486
q 9415 2906
q 70 1623
m 649 5438
q 9579 5229
q 1909 8946
q 3628 2637
m 4216 2754
u 3977 2652
u 2513 8433
u 7400 5213
q 7249 6616
m 1027 4857
q 7448 4944
q 8362 6081
u 7412 2946
q 4437 9737
u 7420 2958
m 4387 4116
m 3630 5801
q 2481 7998
q 1779 3646
u 582 7457
q 6894 440
m 1651 5602
m 2296 7492
m 1797 4830
q 6001 1707
q 3548 7623
q 8628 3336
u 7584 2668
q 8862 6671
u 2629 9381
u 7090 2714
u 6144 2213
u 1158 5818
m 4834 2296
m 5878 1820
m 9641 1642
u 4564 3923
u 9855 5627
q 1968 3237
m 1573 9055
m 4901 8468
m 591 2140
m 6905 1546
q 2710 4364
q 7341 3283
u 8823 7510
m 4225 48
u 8651 8953
q 8990 72
m 2882 4269
m 3820 2164
m 5515 1998
m 7613 2112
u 5766 3714
u 4849 5108
q 9926 1118
u 5451 5496
q 8124 3835
m 950 6992
m 6528 9703
m 709 893
q 6469 3638
u 7746 8176
u 833 3903
u 2369 3607
m 1553 1618
m 2455 7458
m 3968 2982
u 8862 6637
q 2017 6786
m 2674 1267
q 9014 9307
u 3166 7964
u 5669 5383
m 9658 6179
u 1221 1573
m 8586 9497
q 121 3713
u 4378 8174
q 368 4072
m 6283 7805
m 7840 1146
q 5668 3805
u 3918 3560
q 3112 4952
q 8364 423
u 4300 9316
q 8288 7782
m 8777 2470
u 460 2868
q 4645 5676
m 5562 7789
q 3695 4342
m 7308 1443
q 8706 7530
m 9142 1953
u 4166 4720
m 9987 9
m 9268 5344
u 6972 92
u 6144 6350
q 9742 7373
u 9620 5591
q 9653 3630
m 7864 331
m 2114 7413
q 1398 5319
u 9077 1271
u 600 9536
u 1287 5095
m 5298 117
u 5792 8763
u 6047 3173
m 7849 6562
u 7302 4980
q 8525 6698
u 1274 1356
u 7553 174
u 5796 207
u 4112 338
u 5173 7265
m 5945 6670
u 7069 1419
u 299 6811
m 5095 1109
q 5189 2105
q 4448 9378
q 8316 4774
m 6528 2578
m 3445 7192
q 1946 370
m 2905 6314
m 9432 6176
q 6223 903
q 6915 5789
m 7295 8643
u 6030 5470
m 7602 5923
q 6073 4802
u 1250 7616
m 1649 5956
u 5070 8004
u 3732 962
u 5782 5808
m 1910 2572
u 5352 7807
q 8415 6613
q 500 1954
u 959 712
u 8273 2899
m 4119 2802
m 1296 2847
q 6684 6918
u 6159 5958
q 6139 2326
u 4527 3965
q 7497 8616
u 2204 6147
u 4007 3733
m 4893 6938
u 2060 6937
m 2115 5483
u 6149 1397
u 9988 1450
m 5249 1073
q 5441 2829
q 5641 8417
u 5792 3639
u 5820 3952
m 8401 2811
q 3888 3921
q 6007 3451
m 9651 2545
q 680 3315
u 7774 6526
u 6030 3315
q 6525 8189
u 8408 2527
q 7098 7532
m 4750 9706
m 6003 6792
m 8073 2481
q 992 793
q 7469 1913
q 1018 9441
m 9481 2134
m 2794 9291
u 8545 6143
u 1042 8554
m 3965 3950
q 2018 6783
q 5287 1818
q 4213 3152
q 2808 9342
u 159 5028
u 8265 7338
q 7720 4684
m 6865 9643
u 8819 2286
u 4421 1989
u 7728 4542
q 1002 6875
m 758 4623
q 8913 1395
u 9161 8915
u 212 7921
u 5242 4616
u 7188 4463
q 3104 6629
m 9926 2188
q 3716 7702
q 2104 6720
u 8290 424
m 8996 9157
q 2490 6896
m 2036 8410
u 3818 989
q 2692 2716
u 4694 6885
u 3309 5085
q 8892 8919
u 7333 2054
q 878 7820
m 3716 8257
m 4105 995
q 1346 6493
u 7158 1835
q 4227 2740
q 6919 3388
u 2778 5468
m 8509 5665
q 3080 2329
m 6100 6564
m 1130 157
u 3752 4248
m 9019 8550
u 3775 7974
q 9323 6617
u 390 6571
q 8740 4016
m 3691 5103
m 1581 116
q 6935 7454
q 5453 6510
u 9705 9525
m 9294 7675
u 3778 2451
m 5967 7952
m 6680 7223
q 2941 2083
m 3356 2288
u 5040 7123
q 1925 2219
u 7727 583
u 1943 9895
m 4609 9836
q 1138 8367
u 9915 6341
u 8870 503
u 9438 2789
q 7211 6799
u 6969 1869
m 5555 2886
m 8454 2032
q 900 957
m 3021 1295
q 7041 1480
q 18 414
u 1041 5014
u 1323 7849
q 6972 5282
u 9002 979
u 2345 920
q 6267 6466
m 7778 208
u 2762 6993
u 2210 3593
q 3828 7630
u 9477 7277
u 6107 9207
q 6386 4890
u 3405 5735
m 3591 3001
u 7526 5821
u 3943 9234
q 5399 2796
u 554 7101
q 5883 8982
m 5052 9152
u 8144 8064
u 9834 6306
m 6999 6681
q 7137 3568
q 633 7722
q 6752 1929
q 7420 2085
m 1661 773
u 7023 636
u 6669 1244
q 1826 7608
q 5483 5087
q 8222 4443
q 4233 810
u 4402 6259
u 7639 9483
m 3338 5058
u 7710 5784
q 8635 7365
q 8571 33
u 7121 9563
u 8525 5131
q 5813 2714
m 9874 8547
q 5555 7988
u 7076 9755
u 5706 7319
q 4224 7192
m 3178 2369
u 4689 8410
u 7629 9083
q 1652 3265
u 3484 5068
m 6702 219
u 2826 7340
q 8340 5402
m 8822 5134
q 322 7765
q 4932 4389
m 7211 7657
q 171 7889
m 3001 2943
q 6309 7216
q 4138 4829
u 7075 6315
m 9257 4223
q 9480 813
u 7360 53
q 3207 4449
q 3689 9779
m 5451 4150
m 8495 3993
q 7809 6750
u 1975 4825
m 4695 261
m 5973 1277
u 3465 5062
m 5646 9154
m 6137 9516
q 3419 8906
m 7635 3492
q 7449 8010
u 9922 4280
u 9142 1662
u 5437 2884
q 2623 9515
u 6530 8394
q 8880 6523
q 7500 8134
m 7732 2216
m 108 5995
u 1114 3173
q 2383 5064
m 2929 4814
u 8730 5170
m 2904 9740
u 2339 5462
m 7640 9980
m 8744 2700
u 3473 4609
m 1214 9913
m 7375 9196
u 3062 7296
q 7306 9213
q 208 4642
m 4463 6131
m 111 2053
m 4630 5829
u 3789 7962
q 481 9755
u 2382 3962
m 6661 914
q 4558 575
u 7757 7736
u 5096 4424
u 1789 4612
q 2733 6004
q 2184 80
u 4540 4879
q 2753 2142
u 5048 2813
u 9361 3084
q 430 3747
u 1125 9764
q 5621 6670
u 7055 8915
m 3451 5018
q 3 504
m 9884 6568
q 5122 191
u 4910 2604
m 7398 2588
q 8955 7912
m 347 367
u 4409 31
q 7208 6042
m 8347 5188
q 1185 6756
q 9511 1733
m 8306 5287
u 7657 6154
u 74 9632
u 9862 635
m 2856 7053
u 5959 3614
q 6523 593
u 889 6904
u 7719 6559
m 2473 9112
q 5094 8325
q 7283 5847
q 3795 8735
m 5188 6721
m 9222 9934
m 5912 8698
q 8009 7507
m 4090 6832
u 4753 3180
q 772 4084
u 5654 4765
u 6073 7197
q 242 8226
q 9686 6506
q 2027 6146
u 425 2281
u 2553 5833
m 6047 5119
u 3910 5738
m 2397 5967
m 441 9513
q 7373 4609
q 7349 510
m 3769 2932
m 4212 3743
m 3996 29
m 5650 1159
u 7739 3855
u 9390 6241
q 4547 8099
u 1453 3434
u 2221 2781
m 2180 214
u 7668 4350
u 7683 2521
q 4239 4044
m 2576 2665
m 7860 5515
m 5538 2253
m 1993 137
m 7027 3156
q 8034 1548
m 7101 3352
u 4022 1712
m 5254 2578
m 4717 2353
m 8523 1166
m 5493 8440
q 1350 4581
m 2838 6763
m 9358 8554
q 9458 2321
u 4515 1502
m 2987 1030
u 5643 8054
q 6251 6035
m 6620 1956
q 8621 826
m 9757 6012
u 8885 764
q 7650 4052
m 5905 885
q 462 4802
m 6884 1677
q 126 4495
u 8218 9327
q 1020 7850
m 4498 6650
q 2729 7675
q 3824 3427
m 7275 1455
m 9616 9413
u 6304 9864
m 9137 4734
m 8917 7491
q 7648 9374
q 2520 1706
u 2365 9166
q 8914 7852
q 7371 9329
q 4717 175
m 2007 9729
m 9022 3383
q 6871 2659
u 5050 5375
m 7295 6608
q 8351 3916
m 1673 9139
u 7261 393
m 6756 8527
q 727 5065
m 513 7425
u 210 9894
m 9534 5291
u 2932 9266
q 5724 3590
m 3121 6685
m 3154 2040
m 6633 2845
u 1019 4440
u 8718 5054
m 6326 3917
u 3601 9492
q 489 752
u 4852 1122
m 2796 5557
u 1352 475
u 994 3458
u 9302 8312
q 6531 1212
q 2654 9081
q 1063 7472
u 3995 6835
q 4208 4107
m 1633 2123
q 3271 3940
q 412 7080
q 3283 7594
q 7357 9516
q 4624 3072
u 8836 748
q 4478 5080
m 9131 6760
q 7260 8060
m 9259 5890
q 600 736
u 9420 3767
m 495 8259
u 5944 7259
u 8183 2771
m 8792 7790
m 8981 6018
u 3243 1487
q 8724 2789
u 5391 5273
m 7953 7478
m 9308 7920
u 3936 8831
m 3972 9244
q 8184 2665
m 2490 4598
u 6139 23
u 4377 2673
q 277 8770
u 9162 7998
q 7469 9191
u 7939 4804
q 9598 8430
u 2259 4740
m 149 9456
m 6915 7281
m 8796 5190
u 4700 2088
u 5254 4049
q 69 6230
m 1216 8679
u 5098 1333
q 9642 7777
u 4913 9916
q 9258 4320
q 7616 8710
m 5238 4653
m 36 2537
m 9036 2452
m 540 5129
q 6485 8984
u 4419 8393
u 9972 6644
q 7475 1550
u 5448 8838
u 2867 2435
q 2174 1791
m 1729 5073
u 6770 540
u 8336 6015
u 5440 3489
u 9049 8235
u 6377 8399
u 2992 7404
q 2440 5358
m 2092 6848
m 9952 6014
m 7803 4695
q 3785 6722
u 3681 4154
q 6441 4086
m 9810 3232
q 4700 2446
u 1961 2795
u 7424 5081
m 1120 5982
q 377 6057
u 9188 3288
u 9515 2355
q 3338 2058
m 6908 6761
q 8973 2538
q 8548 8577
m 7702 9457
u 6045 1764
q 6645 6854
q 4032 2359
q 4915 3754
m 5201 4688
m 7080 6821
m 4146 1447
m 2270 8383
m 1813 619
m 306 1302
u 2401 7904
m 5428 7041
u 8962 6432
u 2548 648
q 5328 3665
u 6417 7131
u 7538 6383
u 8208 2333
q 8131 6994
q 4092 7328
m 2729 9119
q 1253 9040
q 1542 7668
u 1877 5784
q 2183 5434
u 8449 9487
u 6865 8831
m 8708 6557
u 8258 5550
q 2745 3932
q 3983 3773
m 6695 9772
u 5209 916
m 7839 7878
u 1126 4559
m 4671 8991
u 6012 5543
q 5881 8126
m 232 5170
q 7008 894
m 3424 5771
q 6977 4252
m 8368 7126
u 6764 8781
m 9831 8127
m 5957 1592
m 1584 757
q 3187 9145
u 8980 4664
m 8388 4941
q 8751 5859
m 3569 7683
m 4341 5668
u 234 1616
q 264 1327
u 8779 6199
m 9185 1360
m 3361 5686
u 3492 8702
u 5007 8782
u 6857 958
q 7390 5100
m 1425 727
q 4064 2503
q 7893 2831
u 5213 7865
q 1299 4840
m 5604 1180
q 6219 2449
u 1585 4567
u 7537 6539
m 914 2392
u 1565 1757
u 2354 3208
m 2451 1165
u 5922 3470
u 899 7848
m 9420 1227
u 7966 7332
u 1323 780
q 1819 9931
q 4809 1366
q 1945 596
m 8204 9030
q 2794 9913
m 2708 2822
q 2721 6534
q 3583 6855
q 292 9638
q 6067 4298
u 4241 4284
q 6328 5897
q 9790 166
m 1670 9398
m 6646 5068
m 8958 2382
q 3322 6465
m 441 1660
m 4934 1103
q 5852 5759
m 2491 3881
m 8012 9005
m 8855 5694
m 2895 4856
q 9111 3405
q 7778 2374
m 7125 6993
q 9060 9070
u 995 1318
m 1733 8863
m 5189 3805
u 6789 1649
m 2051 2484
q 9180 4276
m 9390 3568
q 7864 8723
u 7319 3580
u 5167 1247
m 6335 2067
q 7181 2083
q 873 3671
q 9136 8486
q 3060 3652
u 8042 8554
u 2443 9810
q 4079 2742
q 3721 8951
u 9868 6747
q 8215 7750
u 6865 7994
q 9433 4912
m 5492 2930
m 8679 2876
u 5573 9852
q 5096 6950
m 2020 8267
m 4939 5992
m 8317 2002
q 6691 4158
q 7453 8427
q 3185 4918
m 6828 2606
q 2961 7289
q 8607 8947
m 8536 2061
m 7337 9044
q 3130 8852
u 9172 8088
u 6325 2950
u 9399 9271
q 1533 3668
u 2640 1543
q 1439 4225
q 3462 9510
u 424 6900
m 3777 4526
q 5934 7006
u 6819 2471
q 7976 4996
q 5976 7037
q 3719 6171
m 2257 399
q 6216 8582
q 6569 7315
q 4859 5062
u 7642 7824
q 430 1791
m 7453 4172
u 5798 1688
u 8093 6073
q 1656 5727
q 2569 9600
m 4732 8180
u 8125 9588
u 2014 6742
m 3075 5135
q 9157 5331
m 3610 65
q 9256 1693
m 2185 1199
u 6882 8006
u 5271 2602
u 871 2389
m 4821 6624
q 16 2512
q 8273 6518
q 1865 1591
u 8537 9535
q 6083 6229
u 7903 7191
m 4414 5280
m 6091 654
q 5269 3930
q 2164 6247
q 9216 3311
u 1926 220
q 9828 9794
q 6870 8277
m 119 1590
u 2421 7768
q 3937 4907
q 9792 4214
m 4385 6450
q 9077 5448
u 5101 6763
q 3043 2863
q 3416 1296
q 5629 7664
m 1687 9523
m 4989 2280
m 5573 2549
u 2404 4438
m 5657 8214
q 5261 6371
u 7337 7041
m 5816 6458
m 4922 7870
u 3724 2499
q 4404 4648
u 4383 2650
m 4004 5507
u 8848 608
u 3335 6390
q 676 1531
m 3662 5889
u 3766 3598
u 2796 1798
q 7623 4731
m 508 6093
m 6244 6486
q 1885 8102
m 7433 7738
u 2075 2140
q 6514 2517
u 7961 209
m 5979 257
q 8210 9240
m 2076 3833
q 1450 1041
u 1083 259
m 1306 8616
u 158 8900
q 8844 6617
q 9906 6056
q 2342 8691
m 3747 5967
m 2592 9988
q 8852 4304
q 2999 8776
u 4803 1736
u 7861 741
m 6973 8875
q 7311 3878
q 9792 6350
m 3199 6706
q 4973 6479
q 7150 8443
u 1252 7809
q 2809 6630
u 6984 6122
q 5761 2627
u 9281 1344
q 3742 2619
u 6709 143
q 5054 2455
u 3214 9539
m 9965 8346
u 281 1958
u 5302 2471
m 5314 5008
q 2834 3720
q 1622 8131
u 5530 9454
q 6568 1505
q 6153 9013
u 142 4752
q 1030 5721
m 4535 8074
q 9670 7035
m 7078 718
m 9059 6555
q 3091 9777
u 7463 2504
u 5489 894
u 1039 4632
u 2796 303
m 3506 2577
m 7107 2934
m 1920 6468
q 7113 7019
u 7203 333
u 6341 3207
u 2638 6959
u 8474 2815
m 3476 3026
q 7508 1827
q 4375 9784
q 4272 2011
q 9465 1863
u 6889 9635
u 2181 2676
q 8947 5582
m 1387 2910
m 7661 1789
m 3906 1361
q 6039 7163
m 3834 5429
m 2819 156
q 5828 3459
q 8419 3744
u 1160 4305
u 4458 9922
u 2812 7954
m 9015 9498
u 3351 9966
u 3414 4240
q 9312 6998
u 1616 8637
q 6684 366
m 8241 4381
m 3730 8264
q 4018 2809
m 4357 7525
m 651 6893
m 7728 6142
u 2057 6047
q 941 6806
m 9843 3281
u 6466 5867
q 7813 329
q 2568 6261
q 233 9331
m 1547 4154
u 9209 8159
q 1745 7665
u 6442 445
u 2416 7309
q 1912 9934
q 1448 2789
q 6912 6775
u 9964 2014
u 868 7084
q 1026 1922
u 8843 5653
u 9564 5832
u 1147 1440
q 9488 8291
u 1880 9035
u 1199 1851
u 8839 9589
m 6345 9974
m 404 8928
m 622 2211
u 7194 7845
u 4491 6987
m 5269 6023
q 258 8460
u 795 5595
m 6596 68
m 158 4805
u 1371 7693
m 616 8345
q 6598 256
u 228 7844
u 4277 3701
u 7249 8433
q 1233 1757
m 4442 3070
u 8174 6958
u 7686 9271
q 7122 224
u 222 9852
q 2651 7397
u 5286 2332
m 4480 2923
m 5270 8341
u 5712 6012
u 2220 8478
q 2175 4596
m 9155 5164
q 6359 1268
q 5855 5523
q 2789 1652
u 5432 9210
m 3969 5074
q 7389 4237
q 690 1244
q 5838 3139
q 7456 7333
m 2140 5360
u 5557 8871
q 4320 9292
m 7758 3832
u 2742 3752
u 6480 6308
u 9014 4817
q 9454 915
u 7800 7758
q 8069 8013
q 233 3516
q 8712 3009
u 3310 97
q 1442 740
q 5898 1993
q 8619 277
m 3557 9370
m 6094 9784
m 2375 4590
m 2596 4935
m 1238 176
m 9855 7674
m 115 9296
q 1364 6701
q 1939 3331
q 284 3349
m 5224 6392
u 726 8367
q 4344 2525
u 5702 6994
u 8932 4812
q 5318 964
u 5480 3226
m 8843 3868
u 118 4658
m 3750 6090
m 8026 8305
q 2578 317
m 7580 2006
u 4162 7710
q 6056 4099
m 442 9565
q 1138 7876
m 7100 2945
q 4027 2489
q 9060 5084
q 3505 8985
u 7178 6602
q 2173 5747
q 8793 771
q 921 2443
q 6900 4438
u 1619 8771
u 6989 7748
m 9156 3697
u 275 49
m 8062 8640
m 650 9460
q 417 4549
m 1307 6376
u 838 8543
q 8354 3066
m 7026 6494
m 5281 7797
m 2747 5061
m 3652 78
u 7307 4786
m 2448 5582
m 9697 6752
q 4263 8791
m 4096 7071
u 9454 1971
q 2830 460
q 2860 3482
m 4002 6850
m 1636 3401
q 7817 3977
q 7109 4547
m 6221 9096
u 7588 5952
u 1178 4306
m 11 9450
m 2617 6265
u 8603 5446
u 2481 8482
q 3813 877
m 7427 8669
u 2238 3357
u 5229 8488
q 1452 9293
m 3071 5502
u 6650 9528
u 2660 113
q 6690 975
q 8005 869
m 2652 4069
m 2001 7885
m 8251 1609
q 3389 9176
u 2200 7776
q 7525 3841
q 6700 4110
m 4720 72
m 5949 541
q 9797 8981
m 9719 8479
q 9748 6705
u 6797 6152
q 7029 9695
q 368 4902
u 9772 3330
q 3139 7426
q 6807 9333
q 7921 8345
u 5634 7396
u 8999 7953
u 2428 4569
u 6514 1633
q 2811 8526
u 4291 589
u 3885 5909
m 2252 9645
m 2365 8623
m 9280 4827
m 3741 2542
m 1540 7599
m 9815 5437
m 5539 8928
u 9205 6989
u 364 3402
u 1526 161
u 4265 9132
u 9029 33
q 9020 4558
u 7991 3549
q 2907 2441
q 9371 5225
u 5207 5144
u 1110 2413
m 4291 9415
m 6026 423
m 546 2226
q 8425 9283
m 3189 3133
u 4242 2774
u 1176 9659
q 6770 2662
q 3554 1701
q 2831 8548
u 6944 5851
m 2344 4034
u 7534 3308
m 9736 2995
m 7239 1551
m 8776 3794
m 8969 2589
q 5453 178
m 577 8693
u 4246 6305
q 8115 4482
q 8261 7762
q 6531 1692
m 4322 3417
u 9953 4591
u 8554 6107
m 8292 2578
u 881 3546
m 5173 7091
m 9259 7189
m 1369 8354
u 6033 6803
